"Data Source","World Development Indicators",
"Guinea-Bissau","GNB","Urban land area where elevation is below 5 meters (sq. km)","AG.LND.EL5M.UR.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16.70140965468","","","","","","","","","","21.64868598989","","","","","","","","","","","","","","","25.13603305628","","","","","","","",
"Equatorial Guinea","GNQ","Urban land area where elevation is below 5 meters (sq. km)","AG.LND.EL5M.UR.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.07970852323","","","","","","","","","","14.43927601644","","","","","","","","","","","","","","","16.74426053658","","","","","","","",
"Greece","GRC","Urban land area where elevation is below 5 meters (sq. km)","AG.LND.EL5M.UR.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","188.4367708117","","","","","","","","","","211.7923441476","","","","","","","","","","","","","","","209.3268074919","","","","","","","",
"Grenada","GRD","Urban land area where elevation is below 5 meters (sq. km)","AG.LND.EL5M.UR.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.36290656985","","","","","","","","","","6.28298066207","","","","","","","","","","","","","","","7.25438469485","","","","","","","",
"Greenland","GRL","Urban land area where elevation is below 5 meters (sq. km)","AG.LND.EL5M.UR.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.912475598976","","","","","","","","","","2.32496392448","","","","","","","","","","","","","","","2.32496392448","","","","","","","",
"Guatemala","GTM","Urban land area where elevation is below 5 meters (sq. km)","AG.LND.EL5M.UR.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.63012314559","","","","","","","","","","7.30401508108","","","","","","","","","","","","","","","13.62591741484","","","","","","","",
"Guam","GUM","Urban land area where elevation is below 5 meters (sq. km)","AG.LND.EL5M.UR.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.63600805961","","","","","","","","","","1.92386779189","","","","","","","","","","","","","","","1.92386779189","","","","","","","",
"Guyana","GUY","Urban land area where elevation is below 5 meters (sq. km)","AG.LND.EL5M.UR.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","140.5066748228","","","","","","","","","","150.4817672333","","","","","","","","","","","","","","","147.8968748856","","","","","","","",
"High income","HIC","Urban land area where elevation is below 5 meters (sq. km)","AG.LND.EL5M.UR.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22867.9870377476","","","","","","","","","","24659.3663405306","","","","","","","","","","","","","","","26628.9294367296","","","","","","","",
"Hong Kong SAR, China","HKG","Urban land area where elevation is below 5 meters (sq. km)","AG.LND.EL5M.UR.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","63.5697105276","","","","","","","","","","68.7415374353","","","","","","","","","","","","","","","72.4929291643","","","","","","","",
"Honduras","HND","Urban land area where elevation is below 5 meters (sq. km)","AG.LND.EL5M.UR.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.94221387729","","","","","","","","","","16.93634435967","","","","","","","","","","","","","","","40.47009571882","","","","","","","",
"Heavily indebted poor countries (HIPC)","HPC","Urban land area where elevation is below 5 meters (sq. km)","AG.LND.EL5M.UR.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1299.96020264886","","","","","","","","","","1538.68893618424","","","","","","","","","","","","","","","1932.04093428332","","","","","","","",
"Croatia","HRV","Urban land area where elevation is below 5 meters (sq. km)","AG.LND.EL5M.UR.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","67.4829603719","","","","","","","","","","63.6455470047","","","","","","","","","","","","","","","65.7114053272","","","","","","","",
"Haiti","HTI","Urban land area where elevation is below 5 meters (sq. km)","AG.LND.EL5M.UR.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","51.5640912476","","","","","","","","","","58.2864988644","","","","","","","","","","","","","","","63.7373654185","","","","","","","",
"Hungary","HUN","Urban land area where elevation is below 5 meters (sq. km)","AG.LND.EL5M.UR.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","0","","","","","","","","","","","","","","","0","","","","","","","",
"IBRD only","IBD","Urban land area where elevation is below 5 meters (sq. km)","AG.LND.EL5M.UR.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","52843.5809553319","","","","","","","","","","64599.1794706885","","","","","","","","","","","","","","","76618.4328576803","","","","","","","",
"IDA & IBRD total","IBT","Urban land area where elevation is below 5 meters (sq. km)","AG.LND.EL5M.UR.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","60965.8715710539","","","","","","","","","","73907.9470364749","","","","","","","","","","","","","","","87297.6847454207","","","","","","","",
"IDA total","IDA","Urban land area where elevation is below 5 meters (sq. km)","AG.LND.EL5M.UR.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8122.29061572196","","","","","","","","","","9308.76756578646","","","","","","","","","","","","","","","10679.2518877404","","","","","","","",
"IDA blend","IDB","Urban land area where elevation is below 5 meters (sq. km)","AG.LND.EL5M.UR.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","786.718255314243","","","","","","","","","","946.403625940166","","","","","","","","","","","","","","","1246.8976552587","","","","","","","",
"Indonesia","IDN","Urban land area where elevation is below 5 meters (sq. km)","AG.LND.EL5M.UR.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3358.78388623","","","","","","","","","","4211.81835523","","","","","","","","","","","","","","","5029.16204349","","","","","","","",
"IDA only","IDX","Urban land area where elevation is below 5 meters (sq. km)","AG.LND.EL5M.UR.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7335.57236040772","","","","","","","","","","8362.36393984629","","","","","","","","","","","","","","","9432.35423248168","","","","","","","",
"Isle of Man","IMN","Urban land area where elevation is below 5 meters (sq. km)","AG.LND.EL5M.UR.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.79590321844","","","","","","","","","","1.79590321844","","","","","","","","","","","","","","","2.23997530295","","","","","","","",
"India","IND","Urban land area where elevation is below 5 meters (sq. km)","AG.LND.EL5M.UR.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5466.03292723","","","","","","","","","","6198.00557268","","","","","","","","","","","","","","","7009.4472086","","","","","","","",
"Not classified","INX","Urban land area where elevation is below 5 meters (sq. km)","AG.LND.EL5M.UR.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ireland","IRL","Urban land area where elevation is below 5 meters (sq. km)","AG.LND.EL5M.UR.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","41.8224923154","","","","","","","","","","48.713962202","","","","","","","","","","","","","","","57.1954348703","","","","","","","",
"Iran, Islamic Rep.","IRN","Urban land area where elevation is below 5 meters (sq. km)","AG.LND.EL5M.UR.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","138.0847472615","","","","","","","","","","197.7935076278","","","","","","","","","","","","","","","259.720182965","","","","","","","",
"Iraq","IRQ","Urban land area where elevation is below 5 meters (sq. km)","AG.LND.EL5M.UR.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","143.9369964954","","","","","","","","","","184.14711155","","","","","","","","","","","","","","","251.2620103393","","","","","","","",
"Iceland","ISL","Urban land area where elevation is below 5 meters (sq. km)","AG.LND.EL5M.UR.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.1047099616","","","","","","","","","","11.24066394314","","","","","","","","","","","","","","","12.04111040538","","","","","","","",
"Israel","ISR","Urban land area where elevation is below 5 meters (sq. km)","AG.LND.EL5M.UR.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","59.1794754386","","","","","","","","","","63.4669424322","","","","","","","","","","","","","","","71.2334139433","","","","","","","",
"Italy","ITA","Urban land area where elevation is below 5 meters (sq. km)","AG.LND.EL5M.UR.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","941.877342486","","","","","","","","","","971.660848871","","","","","","","","","","","","","","","1081.059048829","","","","","","","",
"Jamaica","JAM","Urban land area where elevation is below 5 meters (sq. km)","AG.LND.EL5M.UR.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","95.5708334427","","","","","","","","","","102.2262982394","","","","","","","","","","","","","","","116.691875782","","","","","","","",
"Jordan","JOR","Urban land area where elevation is below 5 meters (sq. km)","AG.LND.EL5M.UR.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.00355874095","","","","","","","","","","1.003558740951","","","","","","","","","","","","","","","1.18078693538","","","","","","","",
"Japan","JPN","Urban land area where elevation is below 5 meters (sq. km)","AG.LND.EL5M.UR.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6396.18732895","","","","","","","","","","6516.85765234","","","","","","","","","","","","","","","6558.79841573","","","","","","","",
"Kazakhstan","KAZ","Urban land area where elevation is below 5 meters (sq. km)","AG.LND.EL5M.UR.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","0","","","","","","","","","","","","","","","0","","","","","","","",
"Kenya","KEN","Urban land area where elevation is below 5 meters (sq. km)","AG.LND.EL5M.UR.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19.63385355119","","","","","","","","","","23.31612939174","","","","","","","","","","","","","","","28.8298206136","","","","","","","",
"Kyrgyz Republic","KGZ","Urban land area where elevation is below 5 meters (sq. km)","AG.LND.EL5M.UR.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","0","","","","","","","","","","","","","","","0","","","","","","","",
"Cambodia","KHM","Urban land area where elevation is below 5 meters (sq. km)","AG.LND.EL5M.UR.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25.1703430534","","","","","","","","","","37.12737152294","","","","","","","","","","","","","","","33.07572108724","","","","","","","",
"Kiribati","KIR","Urban land area where elevation is below 5 meters (sq. km)","AG.LND.EL5M.UR.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.695768777747","","","","","","","","","","0.868275721092","","","","","","","","","","","","","","","3.70724520611","","","","","","","",
"St. Kitts and Nevis","KNA","Urban land area where elevation is below 5 meters (sq. km)","AG.LND.EL5M.UR.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.954649468767","","","","","","","","","","1.70038570871","","","","","","","","","","","","","","","1.70038570871","","","","","","","",
"Korea, Rep.","KOR","Urban land area where elevation is below 5 meters (sq. km)","AG.LND.EL5M.UR.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","335.488550508","","","","","","","","","","395.261932219","","","","","","","","","","","","","","","437.953427458","","","","","","","",
"Kuwait","KWT","Urban land area where elevation is below 5 meters (sq. km)","AG.LND.EL5M.UR.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","49.6126517355","","","","","","","","","","45.2705854847","","","","","","","","","","","","","","","79.3254489756","","","","","","","",
"Latin America & Caribbean (excluding high income)","LAC","Urban land area where elevation is below 5 meters (sq. km)","AG.LND.EL5M.UR.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2384.00289378133","","","","","","","","","","2855.2465349548","","","","","","","","","","","","","","","3394.15808640245","","","","","","","",
"Lao PDR","LAO","Urban land area where elevation is below 5 meters (sq. km)","AG.LND.EL5M.UR.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","0","","","","","","","","","","","","","","","0","","","","","","","",
"Lebanon","LBN","Urban land area where elevation is below 5 meters (sq. km)","AG.LND.EL5M.UR.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","32.5096204615","","","","","","","","","","35.0016644739","","","","","","","","","","","","","","","41.0432509215","","","","","","","",
"Liberia","LBR","Urban land area where elevation is below 5 meters (sq. km)","AG.LND.EL5M.UR.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","107.2357280063","","","","","","","","","","115.6782639918","","","","","","","","","","","","","","","124.445484826","","","","","","","",
"Libya","LBY","Urban land area where elevation is below 5 meters (sq. km)","AG.LND.EL5M.UR.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","204.6303550023","","","","","","","","","","227.999908727","","","","","","","","","","","","","","","237.762559211","","","","","","","",
"St. Lucia","LCA","Urban land area where elevation is below 5 meters (sq. km)","AG.LND.EL5M.UR.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.52235599421","","","","","","","","","","6.22286368592","","","","","","","","","","","","","","","6.81902921723","","","","","","","",
"Latin America & Caribbean","LCN","Urban land area where elevation is below 5 meters (sq. km)","AG.LND.EL5M.UR.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3007.41851684626","","","","","","","","","","3579.75193437255","","","","","","","","","","","","","","","4204.41318351965","","","","","","","",
"Least developed countries: UN classification","LDC","Urban land area where elevation is below 5 meters (sq. km)","AG.LND.EL5M.UR.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6883.61002829023","","","","","","","","","","7865.82750231531","","","","","","","","","","","","","","","8866.29897717438","","","","","","","",
"Low income","LIC","Urban land area where elevation is below 5 meters (sq. km)","AG.LND.EL5M.UR.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","597.654576231799","","","","","","","","","","720.638129695384","","","","","","","","","","","","","","","878.191482021008","","","","","","","",
"Liechtenstein","LIE","Urban land area where elevation is below 5 meters (sq. km)","AG.LND.EL5M.UR.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","0","","","","","","","","","","","","","","","0","","","","","","","",
"Sri Lanka","LKA","Urban land area where elevation is below 5 meters (sq. km)","AG.LND.EL5M.UR.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","247.8605941488","","","","","","","","","","268.672784044","","","","","","","","","","","","","","","276.92862303","","","","","","","",
"Lower middle income","LMC","Urban land area where elevation is below 5 meters (sq. km)","AG.LND.EL5M.UR.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","31170.1368084935","","","","","","","","","","36591.5020719533","","","","","","","","","","","","","","","41724.0942273315","","","","","","","",
"Low & middle income","LMY","Urban land area where elevation is below 5 meters (sq. km)","AG.LND.EL5M.UR.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","60478.7698828531","","","","","","","","","","73378.9871315942","","","","","","","","","","","","","","","86702.1030551203","","","","","","","",
"Lesotho","LSO","Urban land area where elevation is below 5 meters (sq. km)","AG.LND.EL5M.UR.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","0","","","","","","","","","","","","","","","0","","","","","","","",
"Late-demographic dividend","LTE","Urban land area where elevation is below 5 meters (sq. km)","AG.LND.EL5M.UR.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","38123.7690114512","","","","","","","","","","47136.5238352446","","","","","","","","","","","","","","","56193.212212914","","","","","","","",
"Lithuania","LTU","Urban land area where elevation is below 5 meters (sq. km)","AG.LND.EL5M.UR.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19.18518516121","","","","","","","","","","17.65852401106","","","","","","","","","","","","","","","17.65852401108","","","","","","","",
"Luxembourg","LUX","Urban land area where elevation is below 5 meters (sq. km)","AG.LND.EL5M.UR.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","0","","","","","","","","","","","","","","","0","","","","","","","",
"Latvia","LVA","Urban land area where elevation is below 5 meters (sq. km)","AG.LND.EL5M.UR.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100.3547873125","","","","","","","","","","99.7283838187","","","","","","","","","","","","","","","91.3389634392","","","","","","","",
"Macao SAR, China","MAC","Urban land area where elevation is below 5 meters (sq. km)","AG.LND.EL5M.UR.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.71987052914","","","","","","","","","","8.24090618361","","","","","","","","","","","","","","","8.30704187323","","","","","","","",
"St. Martin (French part)","MAF","Urban land area where elevation is below 5 meters (sq. km)","AG.LND.EL5M.UR.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.62771325186","","","","","","","","","","5.03388083726","","","","","","","","","","","","","","","6.29246141296","","","","","","","",
"Morocco","MAR","Urban land area where elevation is below 5 meters (sq. km)","AG.LND.EL5M.UR.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","114.2450230805","","","","","","","","","","132.465763899","","","","","","","","","","","","","","","156.3325141154","","","","","","","",
"Monaco","MCO","Urban land area where elevation is below 5 meters (sq. km)","AG.LND.EL5M.UR.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.557903757785","","","","","","","","","","0.557903757785","","","","","","","","","","","","","","","0.557903757785","","","","","","","",
"Moldova","MDA","Urban land area where elevation is below 5 meters (sq. km)","AG.LND.EL5M.UR.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","0","","","","","","","","","","","","","","","0","","","","","","","",
"Madagascar","MDG","Urban land area where elevation is below 5 meters (sq. km)","AG.LND.EL5M.UR.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","56.921672622","","","","","","","","","","69.99174733157","","","","","","","","","","","","","","","106.0257426703","","","","","","","",
"Maldives","MDV","Urban land area where elevation is below 5 meters (sq. km)","AG.LND.EL5M.UR.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.498962172","","","","","","","","","","11.03441577502","","","","","","","","","","","","","","","10.71175455703","","","","","","","",
"Middle East & North Africa","MEA","Urban land area where elevation is below 5 meters (sq. km)","AG.LND.EL5M.UR.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5381.17636005566","","","","","","","","","","6415.68447613799","","","","","","","","","","","","","","","7774.0680928699","","","","","","","",
"Mexico","MEX","Urban land area where elevation is below 5 meters (sq. km)","AG.LND.EL5M.UR.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","251.319343948","","","","","","","","","","312.265488574","","","","","","","","","","","","","","","425.774183149","","","","","","","",
"Marshall Islands","MHL","Urban land area where elevation is below 5 meters (sq. km)","AG.LND.EL5M.UR.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.87020611311","","","","","","","","","","4.95124440282","","","","","","","","","","","","","","","6.54788256637","","","","","","","",
"Middle income","MIC","Urban land area where elevation is below 5 meters (sq. km)","AG.LND.EL5M.UR.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","59881.1153066213","","","","","","","","","","72658.3490018989","","","","","","","","","","","","","","","85823.9115730993","","","","","","","",
"North Macedonia","MKD","Urban land area where elevation is below 5 meters (sq. km)","AG.LND.EL5M.UR.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","0","","","","","","","","","","","","","","","0","","","","","","","",
"Mali","MLI","Urban land area where elevation is below 5 meters (sq. km)","AG.LND.EL5M.UR.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","0","","","","","","","","","","","","","","","0","","","","","","","",
"Malta","MLT","Urban land area where elevation is below 5 meters (sq. km)","AG.LND.EL5M.UR.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.66239163292","","","","","","","","","","5.99002332625","","","","","","","","","","","","","","","6.55031866033","","","","","","","",
"Myanmar","MMR","Urban land area where elevation is below 5 meters (sq. km)","AG.LND.EL5M.UR.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","197.5513646404","","","","","","","","","","305.967648111","","","","","","","","","","","","","","","365.948274555","","","","","","","",
"Middle East & North Africa (excluding high income)","MNA","Urban land area where elevation is below 5 meters (sq. km)","AG.LND.EL5M.UR.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4489.03358763582","","","","","","","","","","5371.66762370601","","","","","","","","","","","","","","","6356.31260415037","","","","","","","",
"Montenegro","MNE","Urban land area where elevation is below 5 meters (sq. km)","AG.LND.EL5M.UR.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.4771202716","","","","","","","","","","14.5679813127","","","","","","","","","","","","","","","14.7477249305","","","","","","","",
"Mongolia","MNG","Urban land area where elevation is below 5 meters (sq. km)","AG.LND.EL5M.UR.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","0","","","","","","","","","","","","","","","0","","","","","","","",
"Northern Mariana Islands","MNP","Urban land area where elevation is below 5 meters (sq. km)","AG.LND.EL5M.UR.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.45727218036","","","","","","","","","","1.66294148285","","","","","","","","","","","","","","","1.45727218036","","","","","","","",
"Mozambique","MOZ","Urban land area where elevation is below 5 meters (sq. km)","AG.LND.EL5M.UR.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","80.2848307425","","","","","","","","","","99.9586713925","","","","","","","","","","","","","","","126.8116485812","","","","","","","",
"Mauritania","MRT","Urban land area where elevation is below 5 meters (sq. km)","AG.LND.EL5M.UR.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","106.9448494734","","","","","","","","","","108.7103263664","","","","","","","","","","","","","","","115.137051077","","","","","","","",
"Mauritius","MUS","Urban land area where elevation is below 5 meters (sq. km)","AG.LND.EL5M.UR.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.96957810238","","","","","","","","","","12.31423559985","","","","","","","","","","","","","","","17.40196437709","","","","","","","",
"Malawi","MWI","Urban land area where elevation is below 5 meters (sq. km)","AG.LND.EL5M.UR.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","0","","","","","","","","","","","","","","","0","","","","","","","",
"Malaysia","MYS","Urban land area where elevation is below 5 meters (sq. km)","AG.LND.EL5M.UR.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","990.960314949","","","","","","","","","","1355.586894293","","","","","","","","","","","","","","","1730.753545104","","","","","","","",
"North America","NAC","Urban land area where elevation is below 5 meters (sq. km)","AG.LND.EL5M.UR.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4092.04386304553","","","","","","","","","","4615.70133027539","","","","","","","","","","","","","","","5305.79490425488","","","","","","","",
"Namibia","NAM","Urban land area where elevation is below 5 meters (sq. km)","AG.LND.EL5M.UR.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.326425135136","","","","","","","","","","2.78726485372","","","","","","","","","","","","","","","3.449184295726","","","","","","","",
"New Caledonia","NCL","Urban land area where elevation is below 5 meters (sq. km)","AG.LND.EL5M.UR.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.72820648551","","","","","","","","","","6.90183551423","","","","","","","","","","","","","","","12.14126249476","","","","","","","",
"Niger","NER","Urban land area where elevation is below 5 meters (sq. km)","AG.LND.EL5M.UR.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","0","","","","","","","","","","","","","","","0","","","","","","","",
"Nigeria","NGA","Urban land area where elevation is below 5 meters (sq. km)","AG.LND.EL5M.UR.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","605.203977552","","","","","","","","","","731.963211671","","","","","","","","","","","","","","","989.307117024","","","","","","","",
"Nicaragua","NIC","Urban land area where elevation is below 5 meters (sq. km)","AG.LND.EL5M.UR.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.3276458832","","","","","","","","","","10.2772064983","","","","","","","","","","","","","","","14.64628560388","","","","","","","",
